CompID,company,industry1,industry2,city,state,description,pin,revenue,founded date,website,number of founder,founder1,employee,funding round,funding status,last funding date,lastfundamt,last funding type,totfundamt,investor1,investor2,investor3,investor4,investor5,no of investor,founder2,founder3,RevGp,E-Gp,founded year,tfa,lfa,lastfundedyear,timefund,indtemp,indtemp2,index,Rank
C2112,DeHaat,Agriculture,AgTech,Patna,Bihar,DeHaat is an AgriTech startup that offers technology solutions to improve supply chain and production efficiency in farming.,800020,$500M to $1B,"Feb 6, 2012",agrevolution.in,5,Abhishek Dokania,1001-5000,8,Late Stage Venture,"Oct 21, 2022","$ 6,00,00,000.00",Series E,"$ 25,42,86,284.00",AgFunder,Temasek Holdings,Omnivore,Lightrock,Prosus Ventures,12,Adarsh Srivastava,,G6,E-G2,2022,254286284,60000000,2012,10,25428628.4,1780003.988,10680023.93,56
C3151,Bizongo,Apparel,B2B,Mumbai,Maharashtra,"Bizongo develops tech-enabled B2B platforms for raw material procurement, vendor digitization, supply chain financing, and ESG scorecards.",—,$100M to $500M,2015,bizongo.com,3,Aniket Deb,251-500,12,Late Stage Venture,"Oct 4, 2023","₹ 4,16,10,00,000.00",Series E,"$ 31,52,93,557.00",Accel,British International Investment,Tiger Global Management,Stride Ventures,International Finance Corporation,22,Ankit Tomar,Sachin Agrawal,G5,E-G7,2023,315293557,58254000,2015,8,39411694.63,1970584.732,9852923.658,57
C1060,Logicserve Digital,Advertising,Digital Media,Mumbai,Maharashtra,Logicserve is a new-age digital marketing company that offers the most comprehensive suite of digital marketing services.,400701,$100M to $500M,2006,www.lsdigital.com/,2,Prasad Shejale,251-500,4,—,"Oct 4, 2022","$ 30,00,00,000.00",Venture - Series Unknown,"$ 61,06,01,648.00",BlackSoil,Florintree Advisors,Bhupinder Singh,Mahesh Pratapneni,Karan Bhagat,7,,,G5,E-G7,2022,610601648,300000000,2006,16,38162603,1908130.15,9540650.75,58
C3972,InCred,Banking,Consumer Lending,Mumbai,Maharashtra,InCred is a financial services platform that leverages technology and data-science to make lending quick and easy.,400051,$10M to $50M,2016,www.incred.com,1,Bhupinder Singh,1001-5000,9,Late Stage Venture,"Nov 9, 2023","₹ 5,00,00,00,000.00",Series D,"$ 31,44,37,497.00",Varanium Capital Advisors,Moore Strategic Ventures,Alpha Capital,Asas Capital,,21,,,G2,E-G2,2023,314437497,70000000,2016,7,44919642.43,3144374.97,9433124.91,59
C5006,CoinDCX,Blockchain,Cryptocurrency,Mumbai,Maharashtra,CoinDCX operates as a cryptocurrency exchange aggregator.,400076,$10M to $50M,2018,coindcx.com,2,Neeraj Khandelwal,251-500,8,Late Stage Venture,"Apr 19, 2022","$ 13,50,00,000.00",Series D,"$ 24,69,91,362.00",Republic,Bain Capital Ventures,Polychain,Kindred Ventures,B Capital,28,Sumit Gupta,,G2,E-G7,2022,246991362,135000000,2018,4,61747840.5,3087392.025,9262176.075,60
C1579,Tower Vision,Mobile,Telecommunications,Chennai,Tamil Nadu,TowerVision is a tower management firm specialized in the provision of passive infrastructure to the wireless telecommunications industry.,0612 0651,Less than $1M,2006,www.tower-vision.com,—,,501-1000,1,Private Equity,"Feb 1, 2008","$ 30,00,00,000.00",Private Equity,"$ 30,00,00,000.00",Quadrangle Group,,,,,1,,,G8,E-G3,2008,300000000,300000000,2006,2,150000000,9000000,9000000,61
C4183,Profectus Capital,Finance,Financial Services,Mumbai,Maharashtra,Profectus Capital is a non-banking financial services company.,400070,Less than $1M,"Jan 1, 2017",www.profectuscapital.com/,1,KV Srinivasan,101-250,1,Private Equity,"May 30, 2018","$ 22,00,00,000.00",Private Equity,"$ 22,00,00,000.00",,,,,,1,,,G8,E-G9,2018,220000000,220000000,2017,1,220000000,8800000,8800000,62
C2121,Hero Future Energies,Energy,Environmental Consulting,New Delhi,Delhi,"Hero Future Energies provides clean power to industries, businesses, educational institutes, non-profits and governmental organizations.",110 020,$50M to $100M,2012,www.herofutureenergies.com/,1,Sunil Jain,51-100,3,Private Equity,"Sep 20, 2022","₹ 35,88,00,00,000.00",Private Equity,"$ 72,48,34,603.00",International Finance Corporation,Kohlberg Kravis Roberts,Hero Group,,,3,,,G4,E-G6,2022,724834603,502320000,2012,10,72483460.3,2174503.809,8698015.236,63
C1163,IIFL Home Loan,Finance,Financial Services,Gurgaon,Haryana,IIFL Home Loan is a fintech solution provider that uses digital technology to make growth and housing more equitable and affordable.,—,$100M to $500M,2009,www.iiflhomeloans.com,—,,1001-5000,1,Private Equity,"Jun 9, 2022","₹ 22,00,00,00,000.00",Private Equity,"₹ 22,00,00,00,000.00",Abu Dhabi Investment Authority,,,,,1,,,G5,E-G2,2022,308000000,308000000,2009,13,23692307.69,1658461.538,8292307.692,64
C1036,Star Health and Allied Insurance,Health Care,Health Insurance,Nungambakkam,Tamil Nadu,"Star Health and Allied Insurance provides affordable Medical Insurance, Accident Insurance, Travel Insurance Plans.",600 034,$10B+,2006,www.starhealth.in/,1,Subbarayan Prakash,1001-5000,4,M&A,"Nov 30, 2021","₹ 3,21,70,00,000.00",Private Equity,"₹ 15,71,70,00,000.00",Societe Generale,GIC,Abu Dhabi Investment Authority,Peak XV Partners,Apis Partners,13,,,G9,E-G2,2021,220038000,45038000,2006,15,14669200,1026844,8214752,65
C3168,Shadowfax,Delivery Service,E-Commerce,Bengaluru,Karnataka,Shadowfax is an on-demand logistics network that provides tech-enabled one-stop delivery solutions.,560095,$1B to $10B,2015,shadowfax.in/,2,Abhishek Bansal,1001-5000,7,Late Stage Venture,"Jul 11, 2022","₹ 95,32,00,000.00",Series E,"$ 11,27,93,248.00",Mirae Asset,Titan Capital,Flipkart,Eight Roads Ventures,International Finance Corporation,15,Vaibhav Khandelwal,,G7,E-G2,2022,112793248,13344800,2015,7,16113321.14,1127932.48,7895527.359,66
C1115,Shriram General Insurance,Auto Insurance,Financial Services,Jaipur,Rajasthan,Shriram General Insurance is a financial service company that offers insurance plans for commercial vehicles.,302022,$1B to $10B,"Jul 28, 2006",www.shriramgi.com,—,,1001-5000,1,Private Equity,"Apr 11, 2022","₹ 18,00,00,00,000.00",Private Equity,"₹ 18,00,00,00,000.00",Kohlberg Kravis Roberts,,,,,1,,,G7,E-G2,2022,252000000,252000000,2006,16,15750000,1102500,7717500,67
C1179,Piramal Realty,Commercial Real Estate,Property Management,Mumbai,Maharashtra,"Piramal Realty specializes in the fields of commercial real estate, property management, and real estate investment.",400 013,Less than $1M,2011,piramalrealty.com/,1,Anand Piramal,1001-5000,2,Private Equity,"Aug 17, 2015","$ 15,00,00,000.00",Private Equity,"$ 43,40,00,000.00",Goldman Sachs,Warburg Pincus,,,,2,,,G8,E-G2,2015,434000000,150000000,2011,4,108500000,7595000,7595000,68
C4287,Indiabulls Pharmaceuticals,Health Care,Medical,Mumbai,Maharashtra,Indiabulls Pharmaceuticals is a provider of healthcare products and services in India and beyond.,400013,$100M to $500M,"Jul 16, 2016",www.indiabullspharmaceuticals.com/,2,Nikhil Chari,1001-5000,1,—,"Dec 6, 2017","₹ 1,55,00,00,000.00",Venture - Series Unknown,"₹ 1,55,00,00,000.00",,,,,,1,Sameer Gehlaut,,G5,E-G2,2017,21700000,21700000,2016,1,21700000,1519000,7595000,69
C5923,Khatabook,Accounting,Financial Services,Bengaluru,Karnataka,Khatabook is the fintech startup that provides a digital ledger app targeted primarily at small businesses.,560102,$10M to $50M,2018,khatabook.com,5,Ashish Sonone,101-250,5,Late Stage Venture,"Aug 24, 2021","₹7,430,000,000",Series C,"$186,708,974",Tencent,Titan Capital,Y Combinator,Alpha Wave Global,Surge,41,Dhanesh Kumar,Jaideep Poonia,G2,E-G9,2021,186708974,104020000,2018,3,62236324.67,2489452.987,7468358.96,70
C4955,Khatabook,Accounting,Financial Services,Bengaluru,Karnataka,Khatabook is the fintech startup that provides a digital ledger app targeted primarily at small businesses.,560102,$10M to $50M,2018,khatabook.com,5,Ashish Sonone,101-250,5,Late Stage Venture,"Aug 24, 2021","₹ 7,43,00,00,000.00",Series C,"$ 18,67,08,974.00",Tencent,Titan Capital,Y Combinator,Alpha Wave Global,Surge,41,Dhanesh Kumar,,G2,E-G9,2021,186708974,104020000,2018,3,62236324.67,2489452.987,7468358.96,71
C4207,APAC Financial Services,Finance,Financial Services,Mumbai,Maharashtra,APAC Financial Services is a financial services platform.,400 013,$10M to $50M,2017,www.apacfin.com/,2,Gunit Chadha,1001-5000,1,Private Equity,"Dec 17, 2018","₹ 2,50,00,00,000.00",Private Equity,"₹ 2,50,00,00,000.00",,,,,,1,Randhir Singh,,G2,E-G2,2018,35000000,35000000,2017,1,35000000,2450000,7350000,72
C3230,WayCool,Agriculture,AgTech,Chennai,Tamil Nadu,"WayCool is a developer of a tech-enabled supply chain approach that produces staples like rice, dairy, and value added products.",600017,$1M to $10M,Jul-15,waycool.in/,2,Karthik Jayaraman,1001-5000,24,—,"Aug 25, 2022","₹ 95,00,00,000.00",Venture - Series Unknown,"$ 36,32,43,706.00",RBL Bank,IndusInd Bank,Samunnati,Northern Arc,Stride Ventures,19,Sanjay Dasari,,G3,E-G2,2022,363243706,13300000,2015,7,51891958,3632437.06,7264874.12,73
C2032,Droom,Automotive,B2B,Haryana,Haryana,Droom is a tech and data science-driven online automobile marketplace.,122015,$10M to $50M,2014,droom.in/,1,Sandeep Aggarwal,251-500,8,—,"Jul 28, 2021","$ 20,00,00,000.00",Venture - Series Unknown,"$ 33,30,00,000.00",DG VENTURES,BEENEXT,Toyota Tsusho,Digital Garage (TSE: 4819),Lightbox,12,,,G2,E-G7,2021,333000000,200000000,2014,7,47571428.57,2378571.429,7135714.285,74
C2196,ZO Rooms,Hospitality,Leisure,New Delhi,Delhi,ZO Rooms is India's Fastest Growing Chain of Standardised Short Stay Accommodations with 600+ properties across 40 cities.,110020,$10M to $50M,2014,www.zorooms.com/,7,Abhishek Bhutra,251-500,2,Early Stage Venture,"Aug 4, 2015","$ 3,20,00,000.00",Series B,"$ 4,70,00,000.00",Tiger Global Management,Orios Venture Partners,,,,2,Akhil Malik,,G2,E-G7,2015,47000000,32000000,2014,1,47000000,2350000,7050000,75
C1012,CarDekho,Automotive,E-Commerce,Gurgaon,Haryana,CarDekho is a car search platform working to digitize the auto ecosystem.,122001,$10M to $50M,2008,www.cardekho.com,2,Amit Jain,501-1000,9,Late Stage Venture,"Oct 13, 2021","$ 20,00,00,000.00",Series E,"$ 49,75,00,000.00",HDFC Bank,Mirae Asset,Sequoia Capital,LeapFrog Investments,Aquila Capital,22,,,G2,E-G3,2021,497500000,200000000,2008,13,38269230.77,2296153.846,6888461.539,76
C4162,Digit Insurance,Finance,Financial Services,Bengaluru,Karnataka,Digit Insurance is a financial services company that provides general insurance services.,560095,Less than $1M,2016,godigit.com,1,Kamesh Goyal,1001-5000,9,—,"May 4, 2022","₹ 4,17,00,00,000.00",Venture - Series Unknown,"$ 58,56,17,180.00",Fairfax Financial Holdings,A91 Partners,Wellington Management,360 ONE Asset,,15,,,G8,E-G2,2022,585617180,58380000,2016,6,97602863.33,6832200.433,6832200.433,77
C1045,ShopClues,E-Commerce,Internet,Gurgaon,Haryana,Shop Clues provides a platform to establish a connection between buyers and sellers in a managed environment.,122 001,$10M to $50M,2011,www.shopclues.com,3,Radhika Aggarwal,1001-5000,12,M&A,"Sep 19, 2019","₹ 7,86,00,000.00",Venture - Series Unknown,"$ 25,70,02,291.00",GIC,Tiger Global Management,Nexus Venture Partners,Matrix Partners India,InnoVen Capital,13,,,G2,E-G2,2019,257002291,1100400,2011,8,32125286.38,2248770.047,6746310.14,78
C2014,NoBroker,Commercial Real Estate,Mobile Apps,Bengaluru,Karnataka,NoBroker is India's first and only proptech unicorn that is 100% brokerage free. It is a one stop shop for all property related needs.,560102,$1M to $10M,2014,www.nobroker.in,3,Akhil Gupta,1001-5000,13,Late Stage Venture,"Mar 1, 2023","₹ 40,00,00,000.00",Series E,"$ 43,08,64,899.00",Google,General Atlantic,Elevation Capital,Tiger Global Management,Rocketship.vc,16,Amit Agarwal,,G3,E-G2,2023,430864899,5600000,2014,9,47873877.67,3351171.437,6702342.874,79
C4034,Oxyzo,Credit,Financial Services,Gurgaon,Haryana,"Oxyzo offers credit solutions that customized to help SMEs expand their operations, revenue, and consequently their profit margins",122002,$50M to $100M,2016,www.oxyzo.in,3,Asish Mohapatra,251-500,1,Early Stage Venture,"Mar 23, 2022","$ 20,00,00,000.00",Series A,"$ 20,00,00,000.00",Alpha Wave Global,Matrix Partners India,Norwest Venture Partners,"Creation Investments Capital Management, LLC",,5,Bhuvan Gupta,,G4,E-G7,2022,200000000,200000000,2016,6,33333333.33,1666666.667,6666666.666,80
C25,National Stock Exchange,Financial Services,FinTech,Mumbai,Maharashtra,NSE is India's stock exchange covering various cities and towns across the country.,400 051,$1B to $10B,1998,www.nseindia.com/,—,,1001-5000,6,Private Equity,"Jul 1, 2020","₹11,300,000,000",Private Equity,"₹21,090,000,000",Citi,Morgan Stanley,Goldman Sachs,GIC,General Atlantic,11,,,G7,E-G2,1998,295260000,158200000,2020,22,13420909.09,939463.6363,6576245.454,81
C152,Kota Gold Jewellers,Fashion,Jewelry,Thrissur,Kerala,Kota Gold Jewellery shop in Coimbatore - Best gold jewellery showroom in Coimbatore.,641012,$1B to $10B,1993,kotagold.co/,1,Sam uday,5001-10000,2,IPO,"Apr 2, 2017","₹5,000,000,000",Private Equity,"$277,152,517",Warburg Pincus,,,,,1,,,G7,E-G4,1993,277152517,70000000,2017,24,11548021.54,923841.7232,6466892.062,82
C1027,Pepperfry,E-Commerce,Furniture,Mumbai,Maharashtra,Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.,—,$50M to $100M,2011,www.pepperfry.com,2,Ambareesh Murty,501-1000,11,Private Equity,"Sep 5, 2023","$ 2,30,00,000.00",Private Equity,"$ 30,83,41,627.00",Goldman Sachs,Bertelsmann,InnoVen Capital,Bertelsmann India Investments,State Street Global Advisors,13,,,G4,E-G3,2023,308341627,23000000,2011,12,25695135.58,1541708.135,6166832.539,83
C5933,Redcliffe Labs,Emergency Medicine,Health Care,Noida,Uttar Pradesh,Redcliffe is a diagnostics service provider that offers radiology and pathology services.,201301,$50M to $100M,2018,redcliffelabs.com,3,Aditya Kandoi,1001-5000,5,—,"Feb 21, 2023",—,Venture - Series Unknown,"$107,933,880",LeapFrog Investments,Y Combinator,Rebel Fund,VU Venture Partners,Schroders,13,Ashish Dubey,Dheeraj Jain,G4,E-G2,2023,107933880,0,2018,5,21586776,1511074.32,6044297.28,84
C4969,Redcliffe Labs,Emergency Medicine,Health Care,Noida,Uttar Pradesh,Redcliffe is a diagnostics service provider that offers radiology and pathology services.,201301,$50M to $100M,2018,redcliffelabs.com,3,Aditya Kandoi,1001-5000,5,—,"Feb 21, 2023",—,Venture - Series Unknown,"$ 10,79,33,880.00",LeapFrog Investments,Y Combinator,Rebel Fund,VU Venture Partners,Schroders,13,Ashish Dubey,,G4,E-G2,2023,107933880,0,2018,5,21586776,1511074.32,6044297.28,85
C5020,CoinSwitch,Cryptocurrency,Financial Services,Bengaluru,Karnataka,Making Money Equal for All,560037,$1M to $10M,"Jun 14, 2017",www.coinswitch.co,3,Ashish Singhal,101-250,4,Late Stage Venture,"Oct 6, 2021","$ 26,00,00,000.00",Series C,"$ 30,06,03,815.00",Andreessen Horowitz,Tiger Global Management,Peak XV Partners,Coinbase Ventures,Paradigm,7,Govind Soni,,G3,E-G9,2021,300603815,260000000,2017,4,75150953.75,3006038.15,6012076.3,86
C1737,DigiCable,Broadcasting,Hardware,Mumbai,Maharashtra,"DigiCable provides cable television, digital cable television, and broadband services.",—,Less than $1M,"Jan 1, 2007",www.digicable.in/,1,Jagjit Singh Kohli,251-500,1,Private Equity,"Jul 1, 2007","₹ 8,58,50,00,000.00",Private Equity,"₹ 8,58,50,00,000.00",Ashmore Group,,,,,1,,,G8,E-G7,2007,120190000,120190000,2007,1,120190000,6009500,6009500,87
C1092,Annapurna Finance,Banking,Business Development,Bhubaneswar,Orissa,Annapurna Finance is a microfinance venture firm that provides financial assistance for economic empowerment.,751030,$100M to $500M,2009,annapurnafinance.in,1,Gobinda Chandra Pattnaik,10001,12,Early Stage Venture,"Jun 24, 2022","$ 1,50,00,000.00",Series A,"$ 17,17,99,450.00",British International Investment,DCB BANK,Oikocredit International,Accion,Asian Development Bank,17,,,G5,E-G1,2022,171799450,15000000,2009,13,13215342.31,1189380.808,5946904.04,88
C3009,Bira 91,Brewing,Craft Beer,New Delhi,Delhi,"Bira 91 is a craft beer manufacturer and taproom that offers a portfolio of beers made out of wheat, barley, and hops.",110001,$10M to $50M,2015,www.bira91.com,1,Ankur Jain,501-1000,18,Late Stage Venture,"Mar 10, 2023","$ 1,00,00,000.00",Series D,"$ 26,32,07,029.00",Sequoia Capital,MUFG Bank,Anicut Capital,Sixth Sense Ventures,Sofina,17,,,G2,E-G3,2023,263207029,10000000,2015,8,32900878.63,1974052.718,5922158.153,89
C1057,ibibo Group,E-Commerce,Internet,Gurgaon,Haryana,"ibibo Group is an Indian online travel group that operates web properties, including an B2C online travel aggregator and more.",122002,$100M to $500M,2007,www.goibibo.com,1,Ashish Kashyap,501-1000,2,M&A,"Feb 29, 2020","₹ 10,70,00,000.00",Venture - Series Unknown,"$ 25,14,82,508.00",Tencent,MakeMyTrip.com,Prosus & Naspers,,,3,,,G5,E-G3,2020,251482508,1498000,2007,13,19344808.31,1160688.499,5803442.493,90
C5929,INDmoney,Financial Services,FinTech,Gurgaon,Haryana,INDmoney is a mobile app that consolidates and manages finances in one place.,122005,$10M to $50M,2018,www.indmoney.com,1,Ashish Kashyap,251-500,5,Late Stage Venture,"Mar 28, 2022","$11,000,000",Series D,"$153,891,230",Tiger Global Management,Dragoneer Investment Group,Steadview Capital,Ashish Kashyap,Peyush Bansal,11,,,G2,E-G7,2022,153891230,11000000,2018,4,38472807.5,1923640.375,5770921.125,91
C4963,INDmoney,Financial Services,FinTech,Gurgaon,Haryana,INDmoney is a mobile app that consolidates and manages finances in one place.,122005,$10M to $50M,2018,www.indmoney.com,1,Ashish Kashyap,251-500,5,Late Stage Venture,"Mar 28, 2022","$ 1,10,00,000.00",Series D,"$ 15,38,91,230.00",Tiger Global Management,Dragoneer Investment Group,Steadview Capital,Ashish Kashyap,Peyush Bansal,11,,,G2,E-G7,2022,153891230,11000000,2018,4,38472807.5,1923640.375,5770921.125,92
C4066,Vogo,Rental,Sharing Economy,Kormangala,Karnataka,Vogo offers transportation solutions in the form of self-driven rental scooters and cars.,560034,$10M to $50M,2016,www.vogo.in,3,Anand Ayyadurai,251-500,13,M&A,"Feb 18, 2021","$ 1,15,00,000.00",Series C,"$ 19,10,33,177.00",Matrix Partners India,Lightrock,Alteria Capital,Navi Technologies,,21,Balakrishnan Padmanabhan,,G2,E-G7,2021,191033177,11500000,2016,5,38206635.4,1910331.77,5730995.31,93
C3033,NestAway,Customer Service,Home Renovation,Bengaluru,Karnataka,Nestaway is a Bangalore-based home rental network.,560102,$10M to $50M,"Jan 1, 2015",www.nestaway.com,4,Amarendra Sahu,1001-5000,9,M&A,"Sep 17, 2019","₹ 34,92,00,000.00",Series D,"$ 10,90,68,909.00",Flipkart,Goldman Sachs,InMobi,Tiger Global Management,InnoVen Capital,13,Deepak Dhar,Jitendra Jagadev,G2,E-G2,2019,109068909,4888800,2015,4,27267227.25,1908705.908,5726117.723,94
C1039,MedPlus,E-Commerce,Health Care,Hyderabad,Andhra Pradesh,MedPlus is a chain of pharmacies in South India.,500037,$10M to $50M,2006,www.medplusindia.com/,1,Madhukar Gangadi,10001,7,Private Equity,"Feb 11, 2021","₹ 1,00,00,00,000.00",Private Equity,"$ 31,76,95,079.00",Goldman Sachs,Warburg Pincus,PremjiInvest,TVS Capital Funds,Peepul Capital LLC,6,,,G2,E-G1,2021,317695079,14000000,2006,15,21179671.93,1906170.474,5718511.421,95
